FirstLast,Criteria,FirstLast,Year,YearsPlayed,RosterLink,Hometown,HS,ClassYear,College,First,Gender,Last,MidInit,MidName,Name,RosterYear
Silia DeFilippis, Yale,Silia DeFilippis,2011,2,https://yalebulldogs.com/sports/womens-tennis/roster/silia-defilippis/8625,"Short Hills, NJ",Millburn High School,['Junior' 'Senior'],Yale University,Silia,W,DeFilippis,,,Silia DeFilippis,"[""2009-10 Women's Tennis"" ""2010-11 Women's Tennis""]"
Stevi Petrelli, Yale,Stevi Petrelli,2011,2,https://yalebulldogs.com/sports/womens-tennis/roster/stevi-petrelli/8628,"Harrison, NY",Greenwich Academy,['Junior' 'Senior'],Yale University,Stevi,W,Petrelli,,,Stevi Petrelli,"[""2009-10 Women's Tennis"" ""2010-11 Women's Tennis""]"
Blair Seideman, Yale,Blair Seideman,2012,2,https://yalebulldogs.com/sports/womens-tennis/roster/blair-seideman/8637,"Glen Head, N.Y.",Jericho,['First Year' 'Sophomore'],Yale University,Blair,W,Seideman,,,Blair Seideman,"[""2010-11 Women's Tennis"" ""2011-12 Women's Tennis""]"
Vicky Brook, Yale,Vicky Brook,2012,3,https://yalebulldogs.com/sports/womens-tennis/roster/vicky-brook/8632,"London, England",Seven Oaks School,['Sophomore' 'Junior' 'Senior'],Yale University,Vicky,W,Brook,,,Vicky Brook,"[""2009-10 Women's Tennis"" ""2010-11 Women's Tennis""
 ""2011-12 Women's Tennis""]"
Steph Kent, Yale,Steph Kent,2012,3,https://yalebulldogs.com/sports/womens-tennis/roster/stephanie-kent/8618,"Washington Depot, Conn.",Shepaug Valley High School,['Junior' 'Senior' 'Sophomore'],Yale University,Steph,W,Kent,,,Steph Kent,"[""2010-11 Women's Tennis"" ""2011-12 Women's Tennis""
 ""2009-10 Women's Tennis""]"
Sarah Guzick, Yale,Sarah Guzick,2013,2,https://yalebulldogs.com/sports/womens-tennis/roster/sarah-guzick/8642,"Greer, S.C.",Christ Church Episcopal,['Junior' 'Senior'],Yale University,Sarah,W,Guzick,,,Sarah Guzick,"[""2011-12 Women's Tennis"" ""2012-13 Women's Tennis""]"
Elizabeth Epstein, Yale,Elizabeth Epstein,2013,4,https://yalebulldogs.com/sports/womens-tennis/roster/elizabeth-epstein/8641,"Chicago, Ill.",Francis Parker School,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Elizabeth,W,Epstein,,,Elizabeth Epstein,"[""2009-10 Women's Tennis"" ""2010-11 Women's Tennis""
 ""2011-12 Women's Tennis"" ""2012-13 Women's Tennis""]"
Amber Li, Yale,Amber Li,2014,3,https://yalebulldogs.com/sports/womens-tennis/roster/amber-li/8651,"Tampa, Fla.",HB Plant,['First Year' 'Sophomore' 'Junior'],Yale University,Amber,W,Li,,,Amber Li,"[""2011-12 Women's Tennis"" ""2012-13 Women's Tennis""
 ""2013-14 Women's Tennis""]"
Annie Sullivan, Yale,Annie Sullivan,2014,4,https://yalebulldogs.com/sports/womens-tennis/roster/annie-sullivan/8655,"Deerfield, Ill.",Woodlands Academy,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Annie,W,Sullivan,,,Annie Sullivan,"[""2010-11 Women's Tennis"" ""2011-12 Women's Tennis""
 ""2012-13 Women's Tennis"" ""2013-14 Women's Tennis""]"
Hanna Yu, Yale,Hanna Yu,2015,4,https://yalebulldogs.com/sports/womens-tennis/roster/hanna-yu/8667,"Northbrook, Ill.",Glenbrook North Senior,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Hanna,W,Yu,,,Hanna Yu,"[""2011-12 Women's Tennis"" ""2012-13 Women's Tennis""
 ""2013-14 Women's Tennis"" ""2014-15 Women's Tennis""]"
Courtney Amos, Yale,Courtney Amos,2016,4,https://yalebulldogs.com/sports/womens-tennis/roster/courtney-amos/8670,"Tucson, Ari.",Salpointe Catholic,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Courtney,W,Amos,,,Courtney Amos,"[""2012-13 Women's Tennis"" ""2013-14 Women's Tennis""
 ""2014-15 Women's Tennis"" ""2015-16 Women's Tennis""]"
Madeleine Hamilton, Yale,Madeleine Hamilton,2016,4,https://yalebulldogs.com/sports/womens-tennis/roster/madeleine-hamilton/8672,"Greensboro, N.C.",Page,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Madeleine,W,Hamilton,,,Madeleine Hamilton,"[""2012-13 Women's Tennis"" ""2013-14 Women's Tennis""
 ""2014-15 Women's Tennis"" ""2015-16 Women's Tennis""]"
Sonal Shrivastava, Yale,Sonal Shrivastava,2016,1,https://yalebulldogs.com/sports/womens-tennis/roster/sonal-shrivastava/8678,"Skillman, N.J.",The Lawrenceville School,['First Year'],Yale University,Sonal,W,Shrivastava,,,Sonal Shrivastava,"[""2015-16 Women's Tennis""]"
Ree Ree Li, Yale,Ree Ree Li,2016,4,https://yalebulldogs.com/sports/womens-tennis/roster/ree-ree-li/8674,"Waxhaw, N.C.",Marvin Ridge,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Ree,W,Li,Ree, Ree,Ree Ree Li,"[""2012-13 Women's Tennis"" ""2013-14 Women's Tennis""
 ""2014-15 Women's Tennis"" ""2015-16 Women's Tennis""]"
Sherry Li, Yale,Sherry Li,2016,3,https://yalebulldogs.com/sports/womens-tennis/roster/sherry-li/8675,"Parkland, Fla.",Broward Virtual School,['First Year' 'Sophomore' 'Junior'],Yale University,Sherry,W,Li,,,Sherry Li,"[""2013-14 Women's Tennis"" ""2014-15 Women's Tennis""
 ""2015-16 Women's Tennis""]"
Opala Dhingra, Yale,Opala Dhingra,2017,1,https://yalebulldogs.com/sports/womens-tennis/roster/opala-dhingra/8684,"Darnestown, Md.",Poolesville High School,['First Year'],Yale University,Opala,W,Dhingra,,,Opala Dhingra,"[""2016-17 Women's Tennis""]"
Tina Jiang, Yale,Tina Jiang,2017,2,https://yalebulldogs.com/sports/womens-tennis/roster/tina-jiang/8687,"Bridgewater, N.J.",Gill St. Bernard's,['Junior' 'Senior'],Yale University,Tina,W,Jiang,,,Tina Jiang,"[""2015-16 Women's Tennis"" ""2016-17 Women's Tennis""]"
Carol Finke, Yale,Carol Finke,2017,3,https://yalebulldogs.com/sports/womens-tennis/roster/carol-finke/8685,"Glencoe, Ill.",New Trier,['First Year' 'Sophomore' 'Junior'],Yale University,Carol,W,Finke,,,Carol Finke,"[""2014-15 Women's Tennis"" ""2015-16 Women's Tennis""
 ""2016-17 Women's Tennis""]"
Caroline Lynch, Yale,Caroline Lynch,2017,4,https://yalebulldogs.com/sports/womens-tennis/roster/caroline-lynch/8690,"Dublin, Ireland",Rathdown School,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Caroline,W,Lynch,,,Caroline Lynch,"[""2013-14 Women's Tennis"" ""2014-15 Women's Tennis""
 ""2015-16 Women's Tennis"" ""2016-17 Women's Tennis""]"
Sunday Swett, Yale,Sunday Swett,2018,4,https://yalebulldogs.com/sports/womens-tennis/roster/sunday-swett/8705,"Bow, N.H.",Bow,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Sunday,W,Swett,,,Sunday Swett,"[""2014-15 Women's Tennis"" ""2015-16 Women's Tennis""
 ""2016-17 Women's Tennis"" ""2017-18 Women's Tennis""]"
Valerie Shklover, Yale,Valerie Shklover,2018,4,https://yalebulldogs.com/sports/womens-tennis/roster/valerie-shklover/8703,"Fair Lawn, N.J.",Fair Lawn,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Valerie,W,Shklover,,,Valerie Shklover,"[""2014-15 Women's Tennis"" ""2015-16 Women's Tennis""
 ""2016-17 Women's Tennis"" ""2017-18 Women's Tennis""]"
Elizabeth Zordani, Yale,Elizabeth Zordani,2018,4,https://yalebulldogs.com/sports/womens-tennis/roster/elizabeth-zordani/8707,"Lake Forest, Ill.",Lake Forest,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Elizabeth,W,Zordani,,,Elizabeth Zordani,"[""2014-15 Women's Tennis"" ""2015-16 Women's Tennis""
 ""2016-17 Women's Tennis"" ""2017-18 Women's Tennis""]"
Amy Yang, Yale,Amy Yang,2019,4,https://yalebulldogs.com/sports/womens-tennis/roster/amy-yang/8716,"John's Creek, Ga.",Northview,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Amy,W,Yang,,,Amy Yang,"[""2015-16 Women's Tennis"" ""2016-17 Women's Tennis""
 ""2017-18 Women's Tennis"" ""2018-19 Women's Tennis""]"
Caroline Amos, Yale,Caroline Amos,2019,4,https://yalebulldogs.com/sports/womens-tennis/roster/caroline-amos/8708,"Tucson, Ariz.",Salpointe Catholic,['First Year' 'Sophomore' 'Junior' 'Senior'],Yale University,Caroline,W,Amos,,,Caroline Amos,"[""2015-16 Women's Tennis"" ""2016-17 Women's Tennis""
 ""2017-18 Women's Tennis"" ""2018-19 Women's Tennis""]"
Raissa Lou, Yale,Raissa Lou,2020,2,https://yalebulldogs.com/sports/womens-tennis/roster/raissa-lou/14768,Undeclared,"Pittsford, N.Y.",['First Year' 'Sophomore'],Yale University,Raissa,W,Lou,,,Raissa Lou,"[""2018-19 Women's Tennis"" ""2019-20 Women's Tennis Roster""]"
Caroline Dunleavy, Yale,Caroline Dunleavy,2020,2,https://yalebulldogs.com/sports/womens-tennis/roster/caroline-dunleavy/14765,Political Science,"Darien, Conn.",['Sophomore' 'Junior'],Yale University,Caroline,W,Dunleavy,,,Caroline Dunleavy,"[""2018-19 Women's Tennis"" ""2019-20 Women's Tennis Roster""]"
Sarah Cameron, Yale,Sarah Cameron,2020,3,https://yalebulldogs.com/sports/womens-tennis/roster/sarah-cameron/14766,"Tulsa, Okla.",Jenks High School,['First Year' 'Sophomore' 'Junior'],Yale University,Sarah,W,Cameron,,,Sarah Cameron,"[""2017-18 Women's Tennis"" ""2018-19 Women's Tennis""
 ""2019-20 Women's Tennis Roster""]"
Samantha Martinelli, Yale,Samantha Martinelli,2020,3,https://yalebulldogs.com/sports/womens-tennis/roster/samantha-martinelli/14770,"Denver, CO",Odyssey Charter School,['First Year' 'Sophomore' 'Junior'],Yale University,Samantha,W,Martinelli,,,Samantha Martinelli,"[""2017-18 Women's Tennis"" ""2018-19 Women's Tennis""
 ""2019-20 Women's Tennis Roster""]"
Jessie Gong, Yale,Jessie Gong,2020,2,https://yalebulldogs.com/sports/womens-tennis/roster/jessie-gong/14772,Undeclared,"Vancouver, B.C.",['First Year' 'Sophomore'],Yale University,Jessie,W,Gong,,,Jessie Gong,"[""2018-19 Women's Tennis"" ""2019-20 Women's Tennis Roster""]"
Rhea Shrivastava, Yale,Rhea Shrivastava,2020,1,https://yalebulldogs.com/sports/womens-tennis/roster/rhea-shrivastava/14773,"Montgomery, N.J.",Montgomery High School,['First Year'],Yale University,Rhea,W,Shrivastava,,,Rhea Shrivastava,"[""2019-20 Women's Tennis Roster""]"
Lauren Gillinov, Yale,Lauren Gillinov,2020,3,https://yalebulldogs.com/sports/womens-tennis/roster/lauren-gillinov/14769,"Moreland Hills, OH",Hathaway Brown,['First Year' 'Sophomore' 'Junior'],Yale University,Lauren,W,Gillinov,,,Lauren Gillinov,"[""2017-18 Women's Tennis"" ""2018-19 Women's Tennis""
 ""2019-20 Women's Tennis Roster""]"
Vivian Cheng, Yale,Vivian Cheng,2020,1,https://yalebulldogs.com/sports/womens-tennis/roster/vivian-cheng/14775,"Santa Monica, CALIF.",Santa Monica High School,['First Year'],Yale University,Vivian,W,Cheng,,,Vivian Cheng,"[""2019-20 Women's Tennis Roster""]"
Rena Lin, Yale,Rena Lin,2020,1,https://yalebulldogs.com/sports/womens-tennis/roster/rena-lin/14774,"Northridge, CALIF.",Granada Hills Charter High School,['First Year'],Yale University,Rena,W,Lin,,,Rena Lin,"[""2019-20 Women's Tennis Roster""]"
Chelsea Kung, Yale,Chelsea Kung,2020,1,https://yalebulldogs.com/sports/womens-tennis/roster/chelsea-kung/14777,"Fort Worth, TX",Keller Central High School,['First Year'],Yale University,Chelsea,W,Kung,,,Chelsea Kung,"[""2019-20 Women's Tennis Roster""]"
Kathy Wang, Yale,Kathy Wang,2020,2,https://yalebulldogs.com/sports/womens-tennis/roster/kathy-wang/14771,Undeclared,"San Diego, Calif.",['First Year' 'Sophomore'],Yale University,Kathy,W,Wang,,,Kathy Wang,"[""2018-19 Women's Tennis"" ""2019-20 Women's Tennis Roster""]"
