Criteria
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
 Yale
